content_raw,content_clean,language,account_type,account_category,post_type,retweet,source_file,provisional_label,keyword_hits,strong_hits,medium_hits,reject_hits,strong_hit_count,medium_hit_count,reject_hit_count,match_score,final_label,review_decision,review_notes
.#ElectionDay @TwitterMoments Voting Issues: Some Trump Voters Reporting Ballots Switching To Clinton. https://t.co/l5EGNCiEMQ,.#ElectionDay Voting Issues: Some Trump Voters Reporting Ballots Switching To Clinton.,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Politics & Governance,"['\\bvoters\\b', '\\bvoting\\b', '\\btrump\\b']","['\\bvoters\\b', '\\bvoting\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"Hillary Clinton looks likely to hit 65M votes, roughly on par w/ Obama '12, and win popular vote by ~2.5M: https://t.co/0zZgOdrQgY","Hillary Clinton looks likely to hit 65M votes, roughly on par w/ Obama '12, and win popular vote by ~2.5M:",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_2.csv,Politics & Governance,"['\\bvote\\b', '\\bvotes\\b', '\\bobama\\b']","['\\bvote\\b', '\\bvotes\\b']",['\\bobama\\b'],[],2,1,0,28,,,
.@AP has learned President Donald Trump's voter fraud expert is registered in 3 states. https://t.co/gQYmUBt27Z,. has learned President Donald Trump's voter fraud expert is registered in 3 states.,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bvoter\\b', '\\bpresident\\b', '\\btrump\\b']","['\\bvoter\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,28,,,
All of #NeverTrump could stay home election day and Trump would lose about 20 votes.,All of #NeverTrump could stay home election day and Trump would lose about 20 votes.,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Politics & Governance,"['\\belection\\b', '\\bvotes\\b', '\\btrump\\b']","['\\belection\\b', '\\bvotes\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"MI court strikes down GOP-led, racially motivated voting ban, keeps House Speaker from telling voters what they want  https://t.co/Rl1GJMInGZ","MI court strikes down GOP-led, racially motivated voting ban, keeps House Speaker from telling voters what they want",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bvoters\\b', '\\bvoting\\b', '\\bcourt\\b']","['\\bvoters\\b', '\\bvoting\\b']",['\\bcourt\\b'],[],2,1,0,28,,,
"Graham: If You Really Want to Make Hillary President, Vote for Trump:  Tuesday on MSNBC’s “Morning Joe,” Sen. ... https://t.co/eGu5CQhfqv","Graham: If You Really Want to Make Hillary President, Vote for Trump: Tuesday on MSNBC’s “Morning Joe,” Sen. ...",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Politics & Governance,"['\\bvote\\b', '\\bpresident\\b', '\\btrump\\b']","['\\bvote\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,28,,,
Did John McCain hurt his re-election chances with Supreme Court stance?  #politics,Did John McCain hurt his re-election chances with Supreme Court stance? #politics,English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Politics & Governance,"['\\belection\\b', '\\bsupreme court\\b', '\\bcourt\\b']","['\\belection\\b', '\\bsupreme court\\b']",['\\bcourt\\b'],[],2,1,0,28,,,
Congress explores options for removing an unfit president as Trump’s ‘disturbing’ behavior worries GOP https://t.co/qSq7e5Z9Bm https://t.co/6UtoAqkRDc,Congress explores options for removing an unfit president as Trump’s ‘disturbing’ behavior worries GOP,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Politics & Governance,"['\\bpresident\\b', '\\bcongress\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bcongress\\b']",['\\btrump\\b'],[],2,1,0,28,,,
Two wasted votes and a world in chaos later it is safe to say beta male Obama was #NeverMyPresident Worst president in the history of the US,Two wasted votes and a world in chaos later it is safe to say beta male Obama was #NeverMyPresident Worst president in the history of the US,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Politics & Governance,"['\\bvotes\\b', '\\bpresident\\b', '\\bobama\\b']","['\\bvotes\\b', '\\bpresident\\b']",['\\bobama\\b'],[],2,1,0,28,,,
"For the first time in history 15,000 border patrol agents endorse candidate (Donald Trump) for president!  #MAGA https://t.co/zEQpe8RhCP","For the first time in history 15,000 border patrol agents endorse candidate (Donald Trump) for president! #MAGA",English,Right,RightTroll,,0,IRAhandle_tweets_6.csv,Politics & Governance,"['\\bpresident\\b', '\\bborder\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bborder\\b']",['\\btrump\\b'],[],2,1,0,28,,,
Hillary voter: set the #Greenville black church on fire and spray painted 'Vote Trump'.   Trump supporters: raised $180K to rebuild it.,Hillary voter: set the #Greenville black church on fire and spray painted 'Vote Trump'. Trump supporters: raised $180K to rebuild it.,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bvoter\\b', '\\bvote\\b', '\\btrump\\b']","['\\bvoter\\b', '\\bvote\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"RT=================>  I Don't Care What They Do Or What TheY Say... I Am Voting 4 President Trump !  ""WE LOVE @TRUMP https://t.co/mPy7NZjCkA","RT=================> I Don't Care What They Do Or What TheY Say... I Am Voting 4 President Trump ! ""WE LOVE",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bvoting\\b', '\\bpresident\\b', '\\btrump\\b']","['\\bvoting\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,28,,,
Does President Donald Trump get credit for decline in apprehensions at the border? https://t.co/5swUgBvop3 https://t.co/OVJ967XSVc,Does President Donald Trump get credit for decline in apprehensions at the border?,English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Politics & Governance,"['\\bpresident\\b', '\\bborder\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bborder\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"Ohio Secretary of State Jon Husted won't give Social Security, driver's license to President Trump's voter panne... https://t.co/1dENOefMFz https://t.co/sjVYuavlbG","Ohio Secretary of State Jon Husted won't give Social Security, driver's license to President Trump's voter panne...",English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Politics & Governance,"['\\bvoter\\b', '\\bpresident\\b', '\\btrump\\b']","['\\bvoter\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"#mar RT GartrellLinda: How Trump Could Force Congress &amp; Its Staff to Live Under Obamacare  DO IT, Mr. President! #REPEALorBeREPLACED …","#mar RT GartrellLinda: How Trump Could Force Congress and Its Staff to Live Under Obamacare DO IT, Mr. President! #REPEALorBeREPLACED …",English,Right,RightTroll,,0,IRAhandle_tweets_5.csv,Politics & Governance,"['\\bpresident\\b', '\\bcongress\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bcongress\\b']",['\\btrump\\b'],[],2,1,0,28,,,
Supreme Court halts historic Hawaiian election. Another taste of corrupted freedom https://t.co/e1iMKTKqc9 via @HuffPostPol,Supreme Court halts historic Hawaiian election. Another taste of corrupted freedom via,English,left,LeftTroll,,0,IRAhandle_tweets_1.csv,Politics & Governance,"['\\belection\\b', '\\bsupreme court\\b', '\\bcourt\\b']","['\\belection\\b', '\\bsupreme court\\b']",['\\bcourt\\b'],[],2,1,0,28,,,
And I'll laugh my ass off when you try to cross the border with Canada as they do have immigration policy! #IllegalImmigration https://t.co/WaTkIqMzCd,And I'll laugh my ass off when you try to cross the border with Canada as they do have immigration policy! #IllegalImmigration,English,Right,RightTroll,,0,IRAhandle_tweets_8.csv,Politics & Governance,"['\\bimmigration\\b', '\\bborder\\b', '\\bpolicy\\b']","['\\bimmigration\\b', '\\bborder\\b']",['\\bpolicy\\b'],[],2,1,0,28,,,
"When Trump wins this election, historians will look back & identify huge voter fraud, polling fraud, & media fraud trying to throw election.","When Trump wins this election, historians will look back & identify huge voter fraud, polling fraud, & media fraud trying to throw election.",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Politics & Governance,"['\\belection\\b', '\\bvoter\\b', '\\btrump\\b']","['\\belection\\b', '\\bvoter\\b']",['\\btrump\\b'],[],2,1,0,28,,,
#TopVideo Obama cites U.S. election as sign of democracy's frustrations and progress https://t.co/JXPtRWDAKk,#TopVideo Obama cites U.S. election as sign of democracy's frustrations and progress,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Politics & Governance,"['\\belection\\b', '\\bdemocracy\\b', '\\bobama\\b']","['\\belection\\b', '\\bdemocracy\\b']",['\\bobama\\b'],[],2,1,0,28,,,
Democrats Change Tune After Demanding Up-or-Down Vote on Supreme Court Nominee in 2016 https://t.co/Qg5zFdy8H3 via @LRacheldG @DailySignal,Democrats Change Tune After Demanding Up-or-Down Vote on Supreme Court Nominee in 2016 via,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Politics & Governance,"['\\bvote\\b', '\\bsupreme court\\b', '\\bcourt\\b']","['\\bvote\\b', '\\bsupreme court\\b']",['\\bcourt\\b'],[],2,1,0,28,,,
Seth Meyers Previews President Trump's Address to Congress After Scathing CPAC Rant https://t.co/FBzRnjhJBq https://t.co/cOO5tXwSzF,Seth Meyers Previews President Trump's Address to Congress After Scathing CPAC Rant,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_5.csv,Politics & Governance,"['\\bpresident\\b', '\\bcongress\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bcongress\\b']",['\\btrump\\b'],[],2,1,0,28,,,
Very strange presidential campaign #GIRLZ #BTS #sunday #emmys #love #dubsmash #trump #president #election https://t.co/IHrswChYQt,Very strange presidential campaign #GIRLZ #BTS #sunday #emmys #love #dubsmash #trump #president #election,English,?,Unknown,,0,IRAhandle_tweets_6.csv,Politics & Governance,"['\\belection\\b', '\\bpresident\\b', '\\btrump\\b']","['\\belection\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,28,,,
Immigration lawyers see surge in citizenship applications since President Trump took o... https://t.co/0rSOAzgDDN https://t.co/ZVnbkc2J7w,Immigration lawyers see surge in citizenship applications since President Trump took o...,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Politics & Governance,"['\\bpresident\\b', '\\bimmigration\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bimmigration\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"Chuck Todd, NBC News host, warns President Trump against 'making enemies' with Congress https://t.co/gdBxPiwJt9 https://t.co/oG0pa2elqW","Chuck Todd, NBC News host, warns President Trump against 'making enemies' with Congress",English,Right,RightTroll,,0,IRAhandle_tweets_8.csv,Politics & Governance,"['\\bpresident\\b', '\\bcongress\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bcongress\\b']",['\\btrump\\b'],[],2,1,0,28,,,
�� Congress is looking to rein in President Obama's secret drone strikes http://t.co/A0JgHTwTKP #wiunion,�� Congress is looking to rein in President Obama's secret drone strikes #wiunion,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Politics & Governance,"['\\bpresident\\b', '\\bcongress\\b', '\\bobama\\b']","['\\bpresident\\b', '\\bcongress\\b']",['\\bobama\\b'],[],2,1,0,28,,,
"The 2016 election vote tally debunks the false narrative that Trump was the choice of the majority of the electorate, or has a mandate. https://t.co/dCOFo9DT3P","The 2016 election vote tally debunks the false narrative that Trump was the choice of the majority of the electorate, or has a mandate.",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_6.csv,Politics & Governance,"['\\belection\\b', '\\bvote\\b', '\\btrump\\b']","['\\belection\\b', '\\bvote\\b']",['\\btrump\\b'],[],2,1,0,28,,,
U.S. Supreme Court will decide issue of dues for government employee unions  #business,U.S. Supreme Court will decide issue of dues for government employee unions #business,English,local,NewsFeed,,0,IRAhandle_tweets_5.csv,Politics & Governance,"['\\bgovernment\\b', '\\bsupreme court\\b', '\\bcourt\\b']","['\\bgovernment\\b', '\\bsupreme court\\b']",['\\bcourt\\b'],[],2,1,0,28,,,
#mar RT MichelleRMed: .EboniKWilliams YES ALL LIVES matter &amp; Trump voters want: ✔️Jobs ✔️Tax Cuts ✔️ Immigration reform STOP CALLING US… …,#mar RT MichelleRMed: .EboniKWilliams YES ALL LIVES matter and Trump voters want: ✔️Jobs ✔️Tax Cuts ✔️ Immigration reform STOP CALLING US… …,English,Right,RightTroll,,0,IRAhandle_tweets_5.csv,Politics & Governance,"['\\bvoters\\b', '\\bimmigration\\b', '\\btrump\\b']","['\\bvoters\\b', '\\bimmigration\\b']",['\\btrump\\b'],[],2,1,0,28,,,
#top RT RyanJensen2018: 📍California District 43📍  Elect Omar Navarro (R) for Congress!  ✔️Pro Trump ✔️Border Wall … https://t.co/IHJCPienWD,#top RT RyanJensen2018: 📍California District 43📍 Elect Omar Navarro (R) for Congress! ✔️Pro Trump ✔️Border Wall …,English,Right,RightTroll,,0,IRAhandle_tweets_5.csv,Politics & Governance,"['\\bcongress\\b', '\\bborder\\b', '\\btrump\\b']","['\\bcongress\\b', '\\bborder\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"If Russia supposedly hacked our election, why are the states against a voter fraud commission? What are they hiding?","If Russia supposedly hacked our election, why are the states against a voter fraud commission? What are they hiding?",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Politics & Governance,"['\\belection\\b', '\\bvoter\\b', '\\brussia\\b']","['\\belection\\b', '\\bvoter\\b']",['\\brussia\\b'],[],2,1,0,28,,,
"President Obama calls trade bills a 'win' for workers,says will encourage Congress to pass 'robust' trade enforcement http://t.co/LPtcUH5VRZ","President Obama calls trade bills a 'win' for workers,says will encourage Congress to pass 'robust' trade enforcement",English,Right,RightTroll,,0,IRAhandle_tweets_7.csv,Politics & Governance,"['\\bpresident\\b', '\\bcongress\\b', '\\bobama\\b']","['\\bpresident\\b', '\\bcongress\\b']",['\\bobama\\b'],[],2,1,0,28,,,
Trump Taunts Women's March: We Just Had an Election Why Didn't These People Vote? https://t.co/lQZXu8cTzH,Trump Taunts Women's March: We Just Had an Election Why Didn't These People Vote?,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Politics & Governance,"['\\belection\\b', '\\bvote\\b', '\\btrump\\b']","['\\belection\\b', '\\bvote\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"President​ Trump decided to end DACA effective today, placing the futures of 800,000 Dreamers in limbo. Congress urgently needs to solve this problem and pass a #DreamActNow - these kids are worth fighting for. #ProtectDreamers","President​ Trump decided to end DACA effective today, placing the futures of 800,000 Dreamers in limbo. Congress urgently needs to solve this problem and pass a #DreamActNow - these kids are worth fighting for. #ProtectDreamers",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_8.csv,Politics & Governance,"['\\bpresident\\b', '\\bcongress\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bcongress\\b']",['\\btrump\\b'],[],2,1,0,28,,,
I am sure President Trump will NOT ALLOW Canada to keep ripping us off on trade and on the north border. Plus American PAYOLA music industry,I am sure President Trump will NOT ALLOW Canada to keep ripping us off on trade and on the north border. Plus American PAYOLA music industry,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bpresident\\b', '\\bborder\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bborder\\b']",['\\btrump\\b'],[],2,1,0,28,,,
#ElectoralCollege So they tried to get voters to flip from Trump and Hillary lost votes? https://t.co/TcB3ngdiMr,#ElectoralCollege So they tried to get voters to flip from Trump and Hillary lost votes?,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_5.csv,Politics & Governance,"['\\bvoters\\b', '\\bvotes\\b', '\\btrump\\b']","['\\bvoters\\b', '\\bvotes\\b']",['\\btrump\\b'],[],2,1,0,28,,,
Liberals have announced the hunt for Kids! 11 y.o. Boy Attacked at School &amp; Put in Crutches for Voting #Trump in Mock Election https://t.co/AScxG28Gk8,Liberals have announced the hunt for Kids! 11 y.o. Boy Attacked at School and Put in Crutches for Voting #Trump in Mock Election,English,Right,RightTroll,,0,IRAhandle_tweets_6.csv,Politics & Governance,"['\\belection\\b', '\\bvoting\\b', '\\btrump\\b']","['\\belection\\b', '\\bvoting\\b']",['\\btrump\\b'],[],2,1,0,28,,,
The number of Turks able to vote in Europe. That's why Merkel always wins German elections with her destructive liberal policies #hollandada https://t.co/wXiVRy6a4w,The number of Turks able to vote in Europe. That's why Merkel always wins German elections with her destructive liberal policies #hollandada,English,Right,RightTroll,,0,IRAhandle_tweets_7.csv,Politics & Governance,"['\\belections\\b', '\\bvote\\b', '\\bpolicies\\b']","['\\belections\\b', '\\bvote\\b']",['\\bpolicies\\b'],[],2,1,0,28,,,
Trump vote fraud member: You should worry more about Amazon ‘contraptions’ than turning over voting info https://t.co/gWhAaddGfz #p2 #ctl https://t.co/dlvY56FLYW,Trump vote fraud member: You should worry more about Amazon ‘contraptions’ than turning over voting info #p2 #ctl,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_5.csv,Politics & Governance,"['\\bvote\\b', '\\bvoting\\b', '\\btrump\\b']","['\\bvote\\b', '\\bvoting\\b']",['\\btrump\\b'],[],2,1,0,28,,,
Clinton links Supreme Court vacancy to high court action on immigration  #politics,Clinton links Supreme Court vacancy to high court action on immigration #politics,English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Politics & Governance,"['\\bsupreme court\\b', '\\bimmigration\\b', '\\bcourt\\b']","['\\bsupreme court\\b', '\\bimmigration\\b']",['\\bcourt\\b'],[],2,1,0,28,,,
"""Hillary Clinton was not treated fairly by the press during the Presidential election campaign.""   Do you agree with President Obama?","""Hillary Clinton was not treated fairly by the press during the Presidential election campaign."" Do you agree with President Obama?",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_7.csv,Politics & Governance,"['\\belection\\b', '\\bpresident\\b', '\\bobama\\b']","['\\belection\\b', '\\bpresident\\b']",['\\bobama\\b'],[],2,1,0,28,,,
Finally! Congress said something! Wow! JUST DO IT! Congress Threatens to Defund UN over Anti-Israel Vote https://t.co/AAFtynEKDU,Finally! Congress said something! Wow! JUST DO IT! Congress Threatens to Defund UN over Anti-Israel Vote,English,Right,RightTroll,,0,IRAhandle_tweets_6.csv,Politics & Governance,"['\\bvote\\b', '\\bcongress\\b', '\\bisrael\\b']","['\\bvote\\b', '\\bcongress\\b']",['\\bisrael\\b'],[],2,1,0,28,,,
"President Trump: ""You want a government that serves the people, not the donors and not the special interests."" #Melbourne #TrumpRally https://t.co/KKYWFCzdoq","President Trump: ""You want a government that serves the people, not the donors and not the special interests."" #Melbourne #TrumpRally",English,Right,RightTroll,,0,IRAhandle_tweets_8.csv,Politics & Governance,"['\\bgovernment\\b', '\\bpresident\\b', '\\btrump\\b']","['\\bgovernment\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,28,,,
President-Elect Trump Selected These Websites For News During Election; We Made The List!! https://t.co/nFJavOdXeM https://t.co/4A10kST5u4,President-Elect Trump Selected These Websites For News During Election; We Made The List!!,English,Right,RightTroll,,0,IRAhandle_tweets_8.csv,Politics & Governance,"['\\belection\\b', '\\bpresident\\b', '\\btrump\\b']","['\\belection\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,28,,,
MSM wonder why people believe there was voter fraud by illegals? It's because Obama encouraged them to vote. Stephen Miller is right. https://t.co/OylU75XIml,MSM wonder why people believe there was voter fraud by illegals? It's because Obama encouraged them to vote. Stephen Miller is right.,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Politics & Governance,"['\\bvoter\\b', '\\bvote\\b', '\\bobama\\b']","['\\bvoter\\b', '\\bvote\\b']",['\\bobama\\b'],[],2,1,0,28,,,
Poll: Will you vote for Trump now that Christie is helping shape his immigration plan?,Poll: Will you vote for Trump now that Christie is helping shape his immigration plan?,English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Politics & Governance,"['\\bvote\\b', '\\bimmigration\\b', '\\btrump\\b']","['\\bvote\\b', '\\bimmigration\\b']",['\\btrump\\b'],[],2,1,0,28,,,
Supreme Court votes 5-3 to allow cops to use evidence obtained from illegal stops. Where's the 4th Amendment?  https://t.co/Qgkwop0z70,Supreme Court votes 5-3 to allow cops to use evidence obtained from illegal stops. Where's the 4th Amendment?,English,left,LeftTroll,,0,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bvotes\\b', '\\bsupreme court\\b', '\\bcourt\\b']","['\\bvotes\\b', '\\bsupreme court\\b']",['\\bcourt\\b'],[],2,1,0,28,,,
Comey in prepared statement to Congress: President Trump told him: 'I need loyalty' https://t.co/xJ7uy2D4fS https://t.co/mrlqnN46ug,Comey in prepared statement to Congress: President Trump told him: 'I need loyalty',English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Politics & Governance,"['\\bpresident\\b', '\\bcongress\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bcongress\\b']",['\\btrump\\b'],[],2,1,0,28,,,
https://t.co/Pqv0UDtlVW #Romans8:31-39 #Bible #SCOTUS #Senate #Congress #ISLAM #College #Edu #STEM #Hillary #TRUMP https://t.co/Rbl0nHqceZ,#Romans8:31-39 #Bible #SCOTUS #Senate #Congress #ISLAM #College #Edu #STEM #Hillary #TRUMP,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Politics & Governance,"['\\bsenate\\b', '\\bcongress\\b', '\\btrump\\b']","['\\bsenate\\b', '\\bcongress\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"As payback for Merrick Garland, Senate Dems should not show up for committee votes for all of Trump's Cabinet picks. Make em recess them!","As payback for Merrick Garland, Senate Dems should not show up for committee votes for all of Trump's Cabinet picks. Make em recess them!",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bvotes\\b', '\\bsenate\\b', '\\btrump\\b']","['\\bvotes\\b', '\\bsenate\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"6. This is why Trump is again floating the lie about ""illegals"" and the popular vote. The idea is to strip voting rights from adversaries.","6. This is why Trump is again floating the lie about ""illegals"" and the popular vote. The idea is to strip voting rights from adversaries.",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bvote\\b', '\\bvoting\\b', '\\btrump\\b']","['\\bvote\\b', '\\bvoting\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"'@marcorubio Impressive speech on Senate floor, made the case for keeping sanctions on Russia.   https://t.co/BXhY3kaSht via @YouTube https://t.co/pElqrj4yfV'","' Impressive speech on Senate floor, made the case for keeping sanctions on Russia. via",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_5.csv,Politics & Governance,"['\\bsenate\\b', '\\bsanctions\\b', '\\brussia\\b']","['\\bsenate\\b', '\\bsanctions\\b']",['\\brussia\\b'],[],2,1,0,28,,,
"THIS JUST IN! In a new 2017 CNN election poll, Hillary leads Trump by 1,723 electoral votes.  Film at 11   #MAGA #TrumpTrain #WayneDupree","THIS JUST IN! In a new 2017 CNN election poll, Hillary leads Trump by 1,723 electoral votes. Film at 11 #MAGA #TrumpTrain #WayneDupree",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Politics & Governance,"['\\belection\\b', '\\bvotes\\b', '\\btrump\\b']","['\\belection\\b', '\\bvotes\\b']",['\\btrump\\b'],[],2,1,0,28,,,
Terrible days ahead of our country future vote trump president send a message Americans will unite stand together fight back we matter����✝️ https://t.co/Ypx8bdq1Ye,Terrible days ahead of our country future vote trump president send a message Americans will unite stand together fight back we matter����✝️,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_8.csv,Politics & Governance,"['\\bvote\\b', '\\bpresident\\b', '\\btrump\\b']","['\\bvote\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"""We need to vote for Hilary so Trump doesn't win"" ""Hilary isn't as bad""  Is this who ya'll voting for? A Warlord? A Wall Street puppet? https://t.co/bi751BReKf","""We need to vote for Hilary so Trump doesn't win"" ""Hilary isn't as bad"" Is this who ya'll voting for? A Warlord? A Wall Street puppet?",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bvote\\b', '\\bvoting\\b', '\\btrump\\b']","['\\bvote\\b', '\\bvoting\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"Will the UK be holding hearings about Obama openly trying to influence the vote on #BREXIT, telling the Brits they should not vote for it?","Will the UK be holding hearings about Obama openly trying to influence the vote on #BREXIT, telling the Brits they should not vote for it?",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_3.csv,Politics & Governance,"['\\bvote\\b', '\\bbrexit\\b', '\\bobama\\b']","['\\bvote\\b', '\\bbrexit\\b']",['\\bobama\\b'],[],2,1,0,28,,,
'@JoshNoneYaBiz CIA: Washington Post Report Linking Russian Government to Trump &amp; Election Hacking Is “Outright Lie” https://t.co/4h52ujeXeB',' CIA: Washington Post Report Linking Russian Government to Trump and Election Hacking Is “Outright Lie”,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Politics & Governance,"['\\bgovernment\\b', '\\belection\\b', '\\btrump\\b']","['\\bgovernment\\b', '\\belection\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"President Donald Trump orders U.S.-Mexico border wall, but key details still to come https://t.co/LWTCZnTBB2 https://t.co/nkTwkyScnG","President Donald Trump orders U.S.-Mexico border wall, but key details still to come",English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Politics & Governance,"['\\bpresident\\b', '\\bborder\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bborder\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"Fake news media says the ""Russians"" hacked the DNC &amp; RNC but they weren't able to hack Crooked Hillary's unsecured server? Give me a break!","Fake news media says the ""Russians"" hacked the DNC and RNC but they weren't able to hack Crooked Hillary's unsecured server? Give me a break!",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bserver\\b', '\\bhacked\\b', '\\bhack\\b']","['\\bserver\\b', '\\bhacked\\b']",['\\bhack\\b'],[],2,1,0,28,,,
Gordon Ramsay Dash Hack Cheat - https://t.co/qpdXnujqQE #hacking #Hackable #Hacked #hack #HackLearning #hack4good #cheaters #cheat #game7,Gordon Ramsay Dash Hack Cheat - #hacking #Hackable #Hacked #hack #HackLearning #hack4good #cheaters #cheat #game7,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhacking\\b', '\\bhacked\\b', '\\bhack\\b']","['\\bhacking\\b', '\\bhacked\\b']",['\\bhack\\b'],[],2,1,0,28,,,
"Discover @BMAchievement work in High School Excellence, BMA Health &amp; Healing Strategies and using arts &amp; culture as a tool for social change","Discover work in High School Excellence, BMA Health and Healing Strategies and using arts and culture as a tool for social change",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bhealth\\b', '\\bschool\\b', '\\bculture\\b']","['\\bhealth\\b', '\\bschool\\b']",['\\bculture\\b'],[],2,1,0,28,,,
Goddamn! What a crap! High school student earned $72 MILLION playing the stock market! http://t.co/8UAcwh0r8B,Goddamn! What a crap! High school student earned $72 MILLION playing the stock market!,English,,Unknown,,0,IRAhandle_tweets_8.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b', '\\bmillion\\b']","['\\bmarket\\b', '\\bstock\\b']",['\\bmillion\\b'],[],2,1,0,28,,,
"BREAKING : Intel Announced a $7 Billion Investment in Arizona creating 10,000 JOBS! https://t.co/1knZLR5DXp","BREAKING : Intel Announced a $7 Billion Investment in Arizona creating 10,000 JOBS!",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_3.csv,Economy & Business,"['\\bjobs\\b', '\\binvestment\\b', '\\bbillion\\b']","['\\bjobs\\b', '\\binvestment\\b']",['\\bbillion\\b'],[],2,1,0,28,,,
